album_id	album_name	album_release_date	artist_id
7LMz6ALQP2Jn9FdZmeeuiQ	Wilder Mind	2015-05-04	3gd8FJtBJtkRxdfbTu19U2
09jvKfjn3Ny9yqhxrQAGd3	Ain't Gone Do It / Terms and Conditions	2020-12-18	4sb7rZNN93BSS6Gqgepo4v
5EK2Kc4pKtcVGUM4Dvz2PQ	Practice Makes Paper	2019-07-26	3crnzLy8R4lVwaigKEOz7V
3kphfSfvomtiKokeBzDtz9	Return to Paradise (Live 1979)	2020-08-03	77tT1kLj6mCWtFNqiOmP9H
1XiRBoWpYAPAGGJpYa33Wm	Fall in Philadelphia: The Definitive Demos 1968-71	2020-07-31	77tT1kLj6mCWtFNqiOmP9H
5WFFPySID0bNJVZC8tv75G	Eternity In The City (Chicago '78 WXRT Broadcast Remastered)	2020-07-21	77tT1kLj6mCWtFNqiOmP9H
48MYWNCk4H8ZzZ1uJk9Ctf	Past Times Behind	2020-05-01	77tT1kLj6mCWtFNqiOmP9H
6fnuCgo1jIvex8CUJ09pcr	Home for Christmas	2019-11-12	77tT1kLj6mCWtFNqiOmP9H
4zbMionGv9W33xjQfoMyuo	"Los Campeones del Pueblo ""The Big Leagues"""	2018-12-14	1wZtkThiXbVNtj6hee6dz9
2zlrwEhyQvCZJH4zfAwasJ	Juntos Otra Vez	2018-12-14	1wZtkThiXbVNtj6hee6dz9
4PPz4pONyn0kkAEwtl8PVf	Como en los Tiempos de Antes	2018-11-16	1wZtkThiXbVNtj6hee6dz9
6hi0iodw6kzqb5nXaEAmIm	Wisin & Yandel y Amigos	2018-04-12	1wZtkThiXbVNtj6hee6dz9
1bsrZ7KRHbQFwBWgRWJ8T5	Wisin & Yandel en Vivo	2014	1wZtkThiXbVNtj6hee6dz9
0pKZJj9GzcKPCS8r4IaksA	High As Hope	2018-06-29	1moxjboGR7GNWYIMWsRjgG
2btszoya78vyT8fwelmVnz	How Big, How Blue, How Beautiful	2015-06-01	1moxjboGR7GNWYIMWsRjgG
0Om2TWqroaCLQamQME3bD2	How Big, How Blue, How Beautiful (Deluxe)	2015-06-01	1moxjboGR7GNWYIMWsRjgG
5mkf4N44kdEwYgaOk3hRLF	love is not dying	2020-04-17	3gIRvgZssIb9aiirIg0nI3
1v4vLUUSUKlXUJ3V0NI7lo	Motions	2017-05-26	3gIRvgZssIb9aiirIg0nI3
2yuQqhSklmfWgn8lmJNk5t	Nobody Is Listening	2021-01-15	5ZsFI1h6hIdQRw2ti0hz81
5wne9TQpM9mL5qApKph2U2	Icarus Falls	2018-12-14	5ZsFI1h6hIdQRw2ti0hz81
6VH2op0GKIl3WNTbZmmcmI	The Complete BBC Sessions	2016-09-16	36QJpDe2go2KgaRleHCDTp
23FJTTzUIUjhmimOE2CTX2	Physical Graffiti (Deluxe Edition)	2015-02-20	36QJpDe2go2KgaRleHCDTp
0kTe1sQd9yhDsdG2Zth7X6	Celebration Day	2012-11-19	36QJpDe2go2KgaRleHCDTp
4wExFfncaUIqSgoxnqa3Eh	Mothership	2007	36QJpDe2go2KgaRleHCDTp
3otvl9PN3kOgk5uwAh1CBL	How the West Was Won (2018 Remaster)	2003-05-27	36QJpDe2go2KgaRleHCDTp
5auUsyFbwRARoWkOFopQ12	Stay +	2017-12-29	2qxJFvFYMEDqd7ui6kSAcq
2pNuka3J2N9rzaeSstLyCm	True Colors (Perfect Edition)	2015-12-30	2qxJFvFYMEDqd7ui6kSAcq
2oVrxRrHIRUTCA9HD9AZNo	True Colors	2015-05-19	2qxJFvFYMEDqd7ui6kSAcq
3PzVbo0ulFYswlyRCaW8ZG	The Owl	2019-09-20	6yJCxee7QumYr820xdIsjo
1Iq2lj7QVvs9SLDFnncOw3	Welcome Home	2017-05-12	6yJCxee7QumYr820xdIsjo
1xy141zMRluP7YaE94IawT	JEKYLL + HYDE	2015-04-28	6yJCxee7QumYr820xdIsjo
6u9LSUXpp53v2ypU6DRjlA	Uncaged	2012-07-06	6yJCxee7QumYr820xdIsjo
5peIUWUKu5LOriwIsMMiiF	So Good (Japan Special Edition)	2017-05-03	1Xylc3o4UrD53lo9CvFvVg
5YLRVHDVRw3QqWbeTGpC5B	So Good	2017-03-17	1Xylc3o4UrD53lo9CvFvVg
40ytiSNyGYWHLgJJDMvxJc	Wonder Woman 1984 (Sketches from the Soundtrack)	2021-02-05	0YC192cP3KPCRWx8zr8MfZ
1S6PQvbIyUIS9P6Cxu9lmO	Wonder Woman 1984 (Original Motion Picture Soundtrack)	2020-12-16	0YC192cP3KPCRWx8zr8MfZ
3B45f4sZTY8VC6slaW79Si	Hillbilly Elegy (Music from the Netflix Film)	2020-11-20	0YC192cP3KPCRWx8zr8MfZ
5Qu3wewdfxA6D1ITnwgQmD	Rebuilding Paradise (Original Motion Picture Soundtrack)	2020-11-06	0YC192cP3KPCRWx8zr8MfZ
6SWYkV3Nv4KIiVDUnRLTQv	Trabaja Desde Casa Con Hans Zimmer	2020-06-05	0YC192cP3KPCRWx8zr8MfZ
3TkSm0esbUBPygKvMrwWQn	Elisabeth	2020-05-08	40ZNYROS4zLfyyBSs2PGe2
0npZ1Ryg8HaFGeb2HKYQIz	DeAnn	2019-08-24	40ZNYROS4zLfyyBSs2PGe2
22lEQJ7khtB2yvsq84FDQb	Motivan2	2016-09-30	21451j1KhjAiaYKflxBjr1
1KcfrT68szPLjuupD7db7e	Motivando a la Yal	2014-10-07	21451j1KhjAiaYKflxBjr1
5F1iwLVvk6Ss14PrbHKKLi	Motivando a la Yal Special Edition	2014-10-06	21451j1KhjAiaYKflxBjr1
136hWio0iQxyaM4Fldl0Ol	Los Verdaderos	2010-11-02	21451j1KhjAiaYKflxBjr1
762qEGXU9cqGzzvsGoMNS7	Motivando A La Yal (Special Edition)	2005-06-07	21451j1KhjAiaYKflxBjr1
