track_id,track_duration,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,time_signature
3CNurqYv3wr0gVRISOXWkn,217360,0.659,0.626,-4.371,0.0389,0.659,0.000176,0.149,0.852,171.025,0,1,4
317otHxn8z0e9IQno79oix,244107,0.57,0.986,-1.81,0.0765,0.154,0.000344,0.956,0.635,119.996,2,1,4
2YtRUd3U4DvW3ul4TGJW8s,236907,0.6,0.868,-5.459,0.0368,0.00637,5.92e-05,0.114,0.604,118.028,10,1,4
0o5haruX0aKGUMEKzv6YhY,239400,0.644,0.949,-4.342,0.0434,0.00536,0.0,0.363,0.891,130.032,2,1,4
1U0jSJ7I9uqT4gUs5rlj52,232880,0.644,0.834,-4.239,0.0384,0.00823,1.01e-05,0.169,0.508,101.975,9,1,4
1BvEKrY1mVd5NqkzembgIM,191742,0.572,0.942,-5.65,0.0475,0.0279,0.0,0.124,0.503,102.992,2,1,4
7jn4YMdS9ZxrShVA69NCP5,209240,0.47,0.858,-4.582,0.0384,0.00251,2.26e-06,0.134,0.531,164.133,0,1,4
7zej7KfJtRTCBPwOcd5hqm,197480,0.578,0.935,-4.169,0.0292,0.0056,0.0,0.354,0.694,92.015,2,1,4
1yT7U0PlAX0omdyb1YHLi2,232680,0.655,0.383,-9.243,0.0443,0.589,0.00522,0.0785,0.519,137.948,1,1,4
4JjeYMmBy6atqfosOkeDcS,239280,0.798,0.822,-4.858,0.0324,0.0626,6.87e-06,0.0234,0.95,105.004,0,1,4
6im9HTG81OehgS93wF9a3q,205707,0.623,0.879,-5.956,0.0804,0.258,0.0,0.0333,0.894,160.022,8,1,4
00BN0t6Sk1avkDdmJfXaMw,184946,0.607,0.789,-7.825,0.0403,0.638,1.12e-05,0.185,0.519,108.041,4,1,4
7tyfFCT1QKqH6yGiqQp3ik,232920,0.637,0.862,-5.054,0.0427,0.169,2.79e-06,0.303,0.572,110.95,2,1,4
0Gnt66XAda5cGFU0qUAOcy,222160,0.561,0.724,-7.898,0.0849,0.177,0.0,0.0891,0.778,86.965,0,1,4
1LqwsAxHm068Lc9ukgBAeR,172707,0.625,0.832,-4.054,0.0272,0.00608,0.0,0.0861,0.726,98.974,6,1,4
0oPejH79gtQXNModXr5rnQ,186427,0.475,0.918,-4.373,0.0476,0.000688,0.000159,0.258,0.717,139.972,6,1,4
4dGThoiuqVqY46419r9mR2,227387,0.654,0.779,-5.361,0.0337,0.0147,3.02e-06,0.132,0.518,120.995,2,1,4
1VoG7c8NRdbPGn6Ocw7EMA,273400,0.632,0.822,-6.185,0.0475,0.0449,0.0,0.0963,0.698,127.985,3,1,4
3utiNBNnPsmryid7JWefqW,230987,0.618,0.823,-4.92,0.0367,0.0638,2.12e-05,0.0757,0.559,111.027,4,1,4
3W9PmEwO0j5zxyVQZ0UkjM,235867,0.694,0.436,-9.35,0.026,0.636,4.69e-05,0.104,0.314,103.944,4,1,4
1qtJ9UQzC7509FfhQ23UQ5,228400,0.591,0.892,-3.202,0.0362,0.069,0.0,0.163,0.743,132.005,2,1,4
6pTDasL92Yq1LRvaLqvU8k,220067,0.603,0.833,-5.525,0.039,0.0226,0.0,0.0671,0.79,133.99,2,1,4
6ugkotwga8AtMa8IHO5S3U,227973,0.651,0.862,-6.421,0.0331,0.00662,1.36e-06,0.0585,0.794,116.962,7,1,4
7yWrFzVNtVhT8fstsiYoIC,381120,0.498,0.614,-7.217,0.0351,0.0876,0.000239,0.0819,0.557,146.008,3,1,4
16iuL2edjRJUyChRp8lkxN,251240,0.675,0.787,-7.352,0.0461,0.0905,0.0459,0.138,0.652,132.015,0,1,4
4DQbJDMEMucbMCfKX3jDtj,230027,0.628,0.885,-6.132,0.0463,0.172,2.1e-05,0.151,0.647,102.98,8,1,4
2pk38j2oBdpFlNKXKQCxQS,231267,0.547,0.535,-8.394,0.0425,0.363,0.0,0.0943,0.576,82.73,2,1,4
7zGUkxRYTIqjU9efChWrrj,242040,0.635,0.842,-5.853,0.0311,0.00727,0.0,0.0588,0.706,106.001,1,0,4
20STB0YNUrsc5CSpQMXeCN,248867,0.569,0.44,-9.391,0.0298,0.444,5.45e-05,0.171,0.315,147.875,2,1,4
25AvDfAdVBwNTqGeBDTs88,252800,0.651,0.751,-4.623,0.0332,0.0404,6.4e-06,0.0852,0.588,117.937,4,1,4
7kVESOF77pM0l5xySWV8Zd,259360,0.567,0.386,-7.847,0.0265,0.886,1.85e-06,0.175,0.148,103.7,7,1,4
2yNWLEZdY1EN4DZrmIwTQ9,234773,0.572,0.715,-5.471,0.0306,0.113,0.0,0.173,0.442,133.997,4,1,4
4R8GFMpDeEdaAnK5WmtWdy,235835,0.36,0.193,-8.456,0.0305,0.944,0.0,0.107,0.2,88.014,2,1,5
3aU1f8QPtRjRiTAhWG7Zoy,194455,0.248,0.308,-6.746,0.03,0.797,0.0,0.118,0.348,91.29,2,1,4
0unhO1D9nwFlljFrhwB9Rs,239054,0.569,0.622,-7.763,0.0497,0.121,0.0,0.351,0.484,86.038,6,0,4
59d79IC1QUCiWiEPb2bdLp,176104,0.642,0.354,-6.837,0.0281,0.672,0.0,0.0885,0.428,114.936,6,1,4
5v9oClhhT4ZXQlwh57ypF4,269553,0.414,0.52,-7.743,0.0318,0.116,9.03e-06,0.2,0.122,89.69,1,1,4
3Gqta49upNInXSufCx7tbW,206285,0.479,0.386,-7.278,0.0276,0.623,0.0,0.121,0.332,109.693,9,0,4
5Z3bjUxCdSBSQrXyAZM79w,161087,0.256,0.285,-6.895,0.0317,0.922,0.0,0.124,0.383,166.978,10,1,4
3z63V6OraICzWEyTCcbezn,211115,0.243,0.169,-9.752,0.0356,0.927,0.0,0.101,0.0932,83.138,7,1,3
7B9UAoGiN4iMCv4s40xoiM,247320,0.374,0.742,-3.36,0.0432,0.00517,0.0,0.11,0.21,139.953,6,1,3
0aoT1B6jxuaxPh1RQ2Cank,253600,0.486,0.825,-3.807,0.0413,0.00714,0.0,0.399,0.404,134.114,4,1,4
0pNA563kEMCfhMYRVQGH4Y,277800,0.528,0.703,-4.273,0.0502,0.0376,0.0,0.0953,0.127,129.001,7,1,4
7qXPZxXn6Xmv1sjh03skiW,202853,0.614,0.884,-4.019,0.0402,0.00122,0.0,0.077,0.721,100.531,0,1,4
3vkyyOw92iKKIV5Io2fBdk,215653,0.594,0.768,-4.817,0.06,0.088,0.0,0.0997,0.357,127.888,3,0,4
4objxuNfJlJHomkRIPa2Y2,258293,0.691,0.732,-3.715,0.0294,0.0326,0.0,0.0608,0.477,97.949,5,0,3
68O9iXZDuKbnUQ4uGL1D5s,250533,0.427,0.678,-4.006,0.0296,0.145,1.74e-05,0.111,0.158,137.791,1,1,4
2tVrRlYUJMFUyIG0sJBgiA,196147,0.39,0.317,-6.238,0.0507,0.858,0.0,0.109,0.356,68.172,8,1,4
4XWnHzCRfRjaHRsTNeh3WR,228640,0.523,0.865,-4.697,0.0989,0.0112,0.0,0.153,0.325,135.115,7,1,4
5XIrB4tNKqmGxtVbYpTllz,193360,0.567,0.562,-4.226,0.0571,0.00488,0.0,0.0661,0.522,92.808,10,0,4
5gzfmWwyumZpaNPyiIL9CO,274720,0.334,0.741,-3.703,0.0349,0.15,0.0,0.122,0.201,143.596,1,1,4
2F6JxWMP2ZfmVErc3ZTmqQ,222507,0.529,0.87,-3.32,0.327,0.0529,0.0,0.0946,0.36,182.1,8,0,4
56y5HcFwuliaXmYmaLmaoc,220200,0.501,0.936,-3.848,0.127,0.0286,2.43e-06,0.349,0.319,127.944,6,0,4
29xdsUjiC5Qx4q9UgZ1ODD,205093,0.457,0.874,-4.126,0.117,0.0594,1.18e-05,0.11,0.5,200.126,10,0,4
3V5skkiqp0JZdiJU9lctTZ,194507,0.573,0.844,-1.772,0.0648,0.232,0.0,0.062,0.549,87.054,3,0,4
0QrzR6TNLipdJMGyTzH1yK,199933,0.449,0.839,-3.719,0.0512,0.051,0.0,0.147,0.557,160.101,11,1,4
0vC69FIK6K4BZiMiVrg0ox,210600,0.573,0.763,-4.705,0.0475,0.0558,0.0,0.1,0.568,75.009,3,1,4
76lNrYWsBfRBg0KRxIjkwv,216773,0.49,0.537,-6.115,0.0266,0.492,7.51e-06,0.194,0.295,139.995,10,1,3
5bN9DTuc2VIPsOJXG5QZO0,263933,0.506,0.778,-4.107,0.0494,0.0609,0.000235,0.169,0.186,119.966,0,1,4
6OwJDNjdv5IIpJZmKRW34J,204493,0.519,0.781,-3.245,0.0373,0.208,0.0,0.14,0.183,109.392,6,1,3
1XKZDxTdKCfzMMo9ndUxAr,202733,0.612,0.78,-2.239,0.0511,0.0801,0.0,0.0925,0.23,125.026,8,0,4
794cdh7ew26PtCNeZuL1To,218107,0.436,0.721,-3.352,0.0534,0.387,2.99e-05,0.175,0.179,72.675,4,1,4
1k5KCKUdPrg4gldPR75bY5,207627,0.295,0.875,-0.521,0.0506,0.0748,0.0,0.181,0.402,178.374,5,0,4
2zSLv82JSvgQeVgMGBtXMI,216360,0.504,0.783,-2.26,0.0405,0.688,0.0,0.168,0.384,76.01,3,1,4
4JOUYNKfe8qNYVvqUZ0R9Q,266320,0.597,0.69,-2.759,0.0257,0.377,0.0,0.0989,0.213,104.998,6,1,4
2Mi54B9H3NfL97fzImwDnX,238173,0.451,0.893,-2.721,0.0627,0.0243,0.0,0.0813,0.0971,139.763,7,1,4
6tDs7Xll7L61KDltqg7TDe,210760,0.434,0.868,-1.208,0.0603,0.00407,1.98e-06,0.0919,0.204,161.886,7,1,4
64xbkcfNHiCm5A4CcUixHl,243267,0.38,0.596,-3.469,0.0315,0.123,1.46e-06,0.132,0.16,134.443,7,1,4
1TXJjW6DYXrR2HPQa6oeWj,226040,0.285,0.511,-2.981,0.0304,0.657,0.0,0.111,0.138,152.05,2,1,4
253oPBhBabbwcGSIQ6n0uW,239827,0.355,0.641,-3.519,0.0318,0.549,0.0,0.24,0.33,159.79,2,1,4
2y0VpKlvRqgJmUgbYbMHPL,198987,0.502,0.786,-2.195,0.0425,0.243,0.0,0.157,0.28,147.939,6,0,4
46Qsxvpw6NlaHXvktTeUn4,224707,0.406,0.797,-1.927,0.0401,0.341,0.0,0.0836,0.265,147.607,3,1,3
6WbF8rjnCUL3ruyTZSGAot,212173,0.617,0.835,-2.111,0.0305,0.0412,0.0,0.296,0.738,123.986,9,1,4
5biuQWA5fjkw2ilnBlaoa3,240733,0.427,0.883,-1.936,0.102,0.2,0.0,0.105,0.724,159.91,3,1,4
4snxtC7KuVsdWhTkUmgpVO,284107,0.517,0.807,-2.835,0.0367,0.0769,1.1e-06,0.128,0.354,142.07,7,1,4
610HuLYQ6k5eutjmyT7rW8,259800,0.393,0.552,-3.526,0.0283,0.544,0.0,0.101,0.217,147.515,8,1,4
15XETziWIDxa7zCPcxHGYn,236973,0.598,0.82,-2.469,0.0566,0.0284,0.0,0.119,0.55,119.975,5,1,4
52aUIuTj5cw6fJKdX7pKpL,268800,0.432,0.353,-6.341,0.0258,0.719,0.0,0.0897,0.19,81.289,0,1,4
0E5qX5yu6HM3D8gWqFLme0,177333,0.476,0.847,-2.191,0.0595,0.111,0.0,0.0478,0.663,156.229,2,1,4
0rLq9eM5EY63Rd7P6tE3vy,240507,0.354,0.664,-5.413,0.0352,0.443,0.0,0.0835,0.235,79.742,7,1,3
6eSjBlUYq1HOXLT8abXVPG,253000,0.484,0.78,-3.275,0.0312,0.0533,1.27e-06,0.507,0.311,140.758,5,1,4
4F7cSjWlFTl8Q404BjErFH,204733,0.628,0.845,-2.891,0.0684,0.0275,0.0,0.19,0.717,128.964,0,0,4
0vQFzXIZEfCQTC3icgu54L,239813,0.522,0.816,-2.478,0.045,0.0944,0.0,0.0245,0.384,136.971,9,0,4
6IpHuYei38Y9Hfnz4YIriX,297947,0.554,0.847,-4.471,0.0587,0.0219,1.91e-06,0.0746,0.414,119.99,5,0,4
29hylxq89nzqQUQEJctQQE,246453,0.508,0.721,-2.55,0.0258,0.292,1.89e-06,0.0859,0.42,100.926,8,1,4
5yVYujECeSas14UN3POxV0,285867,0.305,0.578,-4.223,0.0336,0.785,6.77e-05,0.688,0.153,91.57,3,1,4
3Lx88E7MazPCxz1STkKSOt,246813,0.53,0.445,-4.88,0.0275,0.781,5.76e-05,0.112,0.217,143.264,2,1,4
2JltFVfg9FqvrDOyLMhmTO,238547,0.636,0.602,-3.915,0.0624,0.88,1.25e-05,0.168,0.688,76.719,2,1,4
4xZMVYESrvIEjt7dBDkVLF,233653,0.448,0.367,-6.77,0.0341,0.855,7.64e-05,0.0665,0.383,80.735,2,1,4
65wGpHrOOUQVqLSx4ZS34T,216747,0.57,0.617,-5.175,0.0293,0.639,0.0,0.115,0.452,78.005,1,1,4
36Q2fh1y2HpX5kRs8KGjNQ,242427,0.45,0.339,-10.007,0.0299,0.878,0.000216,0.13,0.259,131.852,11,1,4
21pclUa3I0VrQl5Qq8Mj1N,250413,0.552,0.825,-4.707,0.0605,0.285,0.0,0.202,0.704,95.909,2,1,4
02rUbeNfrsmpgKXHmrtIEa,236213,0.608,0.88,-3.077,0.0585,0.365,0.0,0.0555,0.938,156.008,5,1,4
6JK5YiOvSUdGEC0UxaA0Zd,241707,0.529,0.608,-3.099,0.0258,0.768,8.31e-06,0.146,0.295,99.869,1,1,4
51F13mCVE5oCnvGHYu1FmY,257080,0.325,0.518,-4.764,0.0387,0.482,0.0,0.105,0.15,163.652,1,1,4
1lxSrIeOKM8oLW86YoOqwf,199533,0.445,0.79,-3.693,0.0426,0.424,1.53e-06,0.0791,0.554,169.855,5,1,4
2ffguKZOmZEva3FxETgQml,223427,0.307,0.952,-2.077,0.149,0.136,1.6e-06,0.262,0.74,215.875,5,0,4
00LgzydyFRLOLUx4buocwd,231547,0.42,0.628,-2.936,0.0331,0.527,3.93e-06,0.0799,0.098,133.88,1,1,4
5d17QUyrub7lJENbrjvCOi,234747,0.622,0.636,-3.437,0.0353,0.334,9.65e-05,0.144,0.284,108.038,7,1,4
3tafUiswv4gToylxYvu8QE,46213,0.816,0.272,-10.066,0.924,0.745,0.0,0.115,0.629,107.555,1,1,4
7cajRTzYRXfIUicfxSlhsW,25733,0.718,0.382,-10.288,0.892,0.722,0.0,0.254,0.902,118.014,1,1,1
2HAC7FpssN2nkCG9tEyDoh,33613,0.648,0.331,-11.032,0.936,0.759,0.0,0.0913,0.902,81.157,10,0,5
1111q17IVk34zdgTF3XQzo,31013,0.804,0.257,-12.147,0.942,0.843,0.0,0.344,0.829,88.981,6,1,4
1YFW1aFVUEZYdbK0AeLpJg,20187,0.819,0.259,-13.759,0.938,0.714,0.0,0.22,0.679,44.098,6,0,3
2gvfLEKKoNvckdB9VooCuZ,50107,0.717,0.246,-13.296,0.95,0.682,0.0,0.152,0.662,89.424,1,1,4
3WytalhTCfYQkHvVU8gXbo,55907,0.694,0.23,-14.123,0.952,0.646,0.0,0.161,0.571,140.941,1,1,3
5Wq5YawBi8F3FNlzwGQUle,27587,0.722,0.3,-11.392,0.935,0.737,0.0,0.287,0.634,119.282,1,1,3
5LB0frjxB0arKRQVqLIRD8,50080,0.631,0.273,-13.48,0.954,0.676,0.0,0.132,0.522,169.681,5,0,3
1a8BwCPOZsuqafg39UkTSO,58587,0.751,0.229,-14.606,0.95,0.615,0.0,0.116,0.675,70.535,1,1,4
3glvrXRGb9NCW53v7qmGaa,45640,0.754,0.211,-14.413,0.903,0.718,0.0,0.17,0.573,117.568,5,0,3
7pQ9hOlk9px5EXMPiGg48N,49680,0.817,0.269,-13.252,0.931,0.735,0.0,0.247,0.525,52.964,1,1,3
2pfEa3dzdxIzeswISw8cc7,34507,0.776,0.31,-14.352,0.918,0.524,0.0,0.222,0.772,58.863,10,0,4
5W24B9qv3SAuQyWfCRVi1F,35267,0.676,0.204,-13.751,0.951,0.459,0.0,0.348,0.705,145.102,1,1,3
5QAZ67vANgw24uKS9UoSP8,220627,0.55,0.796,-3.505,0.0378,0.0945,1.25e-06,0.144,0.401,165.99,0,1,4
0to6dfrEwF8TR2k9OoKrAD,242573,0.545,0.401,-5.606,0.0275,0.745,1.74e-06,0.107,0.197,127.79,0,1,4
51i8CfIBOV2QwUUA9khQ3p,157360,0.324,0.801,-2.973,0.0796,0.0172,0.0,0.317,0.472,184.716,6,1,4
1sUPoHqIqgb0xCiEjOGIBP,276973,0.399,0.829,-3.486,0.0426,0.0207,0.0,0.23,0.275,83.635,4,0,4
4rWWSQt1f8EXuuVLLhPHeR,237627,0.456,0.662,-4.349,0.0334,0.734,0.0,0.11,0.224,139.978,3,1,4
64gSI0a3uwnZW6oMVPlqfa,221387,0.367,0.668,-3.08,0.0399,0.12,0.0,0.055,0.312,181.943,4,1,4
2XbyPFheoaGtssQSjW8ngP,189898,0.602,0.922,-4.445,0.0787,0.00166,0.0,0.124,0.784,149.961,9,0,4
3L9cKBOf4HIURzEYzDFfVO,206731,0.542,0.942,-3.846,0.156,0.0524,0.0,0.556,0.655,160.069,2,1,4
39xBuB4QseKyS8b6mFq6eD,163978,0.538,0.944,-4.442,0.221,0.0767,1.64e-06,0.0487,0.799,184.935,1,1,4
3JmMB41bAngGqWhpbOaBZV,174938,0.425,0.907,-3.878,0.189,0.0035,0.0,0.275,0.606,169.993,5,0,4
6brf1QK3w6vrbJopMfdtfU,183057,0.505,0.762,-4.679,0.337,0.159,0.0,0.203,0.418,180.044,11,0,4
6abfk7YQMt6EHjzoa6YcSf,247155,0.484,0.793,-6.797,0.211,0.00069,0.000281,0.153,0.106,184.618,2,1,3
5dKrauHLCpMnQXYgf0vCFy,159216,0.545,0.92,-4.222,0.0693,0.00175,0.0,0.293,0.736,142.984,5,0,4
16xSgd9PMPPTntzp92xH6C,210160,0.475,0.931,-4.118,0.0848,0.0019,0.0,0.351,0.763,170.097,1,1,4
4TpuIUYYticUD05545bQZq,247152,0.405,0.798,-6.512,0.143,0.000734,0.000633,0.15,0.0769,122.981,0,0,4
1ufTKMtp65tUg4vO5yvto5,247155,0.325,0.76,-6.569,0.337,0.00111,0.00012,0.121,0.12,184.39,2,1,3
3tI114qzJyZYctfLPonBeG,217463,0.317,0.965,-3.795,0.339,0.000397,0.0,0.306,0.591,149.992,0,1,4
1rTQqr5Z3q1lld1PqmSLJE,210383,0.432,0.963,-3.995,0.13,0.00209,0.0,0.332,0.667,170.109,8,1,4
5ammkR5emouUvpQMwPNOFs,236734,0.359,0.964,-4.237,0.408,0.000439,0.0,0.131,0.303,159.978,1,1,4
3hm6xr8JIYulazQxRuhUOH,239262,0.57,0.814,-4.592,0.0491,0.00144,3.22e-06,0.226,0.412,87.466,8,1,4
4uIq6nTGVLuPeqZoLamxto,175765,0.623,0.942,-4.84,0.31,0.0169,0.0,0.32,0.537,160.079,0,1,4
5jsn38ryHgFhcbJgZMQCo0,234775,0.503,0.967,-2.492,0.176,3.16e-05,0.0,0.299,0.254,95.006,7,1,4
3mJXMEOZGSmq1RfQw4y1qN,232167,0.657,0.86,-2.948,0.0426,0.0638,0.0,0.113,0.474,130.016,9,1,4
4udYZwVxDeVvCsWcuS8x8E,234680,0.535,0.842,-4.359,0.0428,0.0611,0.0,0.171,0.361,80.006,9,0,4
14ZQDBi6dGhjMfvtAeyibI,219602,0.503,0.892,-4.237,0.0733,0.0128,0.0,0.271,0.552,169.932,9,1,4
2DmbTDWgjXdRHLjqCcq4He,238680,0.628,0.788,-2.844,0.047,0.0269,0.0,0.223,0.122,117.031,2,0,4
6IFAnzHl0Q5o92vByEK3SR,183733,0.477,0.94,-2.915,0.136,8.61e-05,0.000821,0.104,0.388,150.073,5,0,4
3V1OEpYFuNJt91WUzPnwnP,227578,0.716,0.874,-3.432,0.1,0.00158,2.41e-05,0.189,0.212,94.978,4,0,4
0b7DDVivQ0CZecwTGxffue,264094,0.537,0.967,-3.861,0.104,0.00201,4.1e-06,0.673,0.22,94.474,2,1,4
2kGuCPhjrJUtTO8pwqHVCW,209371,0.622,0.934,-4.132,0.0521,0.00179,0.00464,0.349,0.677,150.027,6,1,4
65XGxz1AqCgM6BBC98hb6C,242573,0.391,0.975,-2.018,0.276,0.000688,0.0,0.0888,0.383,164.028,1,1,4
6HyZGZqZEly1UYW9d6CFxV,205878,0.605,0.864,-4.066,0.065,0.00699,0.0,0.123,0.431,92.057,11,1,4
5fDX5NIJ3k7qKk5rKNwdpB,227020,0.498,0.943,-3.178,0.101,0.000332,2.36e-06,0.45,0.337,173.995,11,0,4
1V6V99KLieUh0ZSD9PHmHR,285448,0.487,0.969,-3.336,0.269,0.0514,0.0,0.323,0.213,184.037,4,0,4
5FDARbWCzFOc0nzsVkA8uO,235279,0.539,0.967,-2.341,0.105,0.000914,1.2e-05,0.0864,0.608,85.948,6,0,4
6HPHOQXHQmQdv8RH689Sbw,238582,0.72,0.905,-3.534,0.123,0.0208,1.93e-06,0.0877,0.645,123.005,5,0,4
375ZMIZDtp9X26iCqenUIo,279504,0.581,0.859,-5.038,0.381,0.0822,0.0,0.0476,0.585,176.945,7,0,4
2kJ5CVDEBrRcAWnTGcf5Sk,228007,0.475,0.959,-5.101,0.112,0.0281,0.0,0.817,0.634,160.02,0,1,4
1ELando5k6EjFkHGbfEMkU,197608,0.505,0.914,-6.763,0.424,0.0166,0.0183,0.32,0.485,178.989,4,0,4
1ZHMSqz2bUaJb7qCskKJEi,211982,0.682,0.976,-2.931,0.103,0.00537,0.0,0.271,0.48,128.996,6,0,4
5dMqCTdgrrw2TwIocX67pf,250796,0.677,0.941,-4.14,0.107,0.235,0.0,0.094,0.744,135.985,7,1,4
36GhPm8sZsRVecnKRhFwfI,219554,0.721,0.87,-6.042,0.0622,0.0289,0.00945,0.462,0.474,156.008,0,1,4
0HObuKF5w4A9IasQ11zWeW,218267,0.665,0.908,-4.562,0.127,0.0901,0.0,0.917,0.653,96.039,0,1,4
5QEquPwlXaO1zKN0MzdwoZ,225200,0.561,0.825,-4.126,0.0381,0.0062,0.000202,0.16,0.367,154.994,0,1,4
0zJNaTiHH4eqS6Y0Sn5ojr,167667,0.563,0.946,-5.72,0.0548,0.000108,0.00512,0.118,0.652,149.966,9,1,4
1ZadWLWKJtbh9qPtoV9U3v,234933,0.478,0.898,-5.603,0.106,0.00193,0.0,0.0703,0.536,168.953,6,1,4
5GLWeKJ2PbRnbQWrDA7kxT,161267,0.636,0.802,-8.311,0.0318,0.000253,4.09e-05,0.175,0.533,94.919,8,1,4
1iBOWEhLgcN9buw29oIIKT,172573,0.523,0.886,-4.472,0.12,0.000219,0.0,0.124,0.745,171.958,7,1,4
6d5ziqsoybAR6GnzYsIS4T,206613,0.522,0.883,-7.237,0.0717,0.000345,0.00501,0.205,0.676,179.871,4,0,4
5nJIRRQJ8H6yTZ5dWtsrAR,219213,0.702,0.858,-7.787,0.0936,0.00268,0.0,0.048,0.798,98.05,5,0,4
4IioO3bSYcG2WFX6OgjMVG,187707,0.795,0.903,-6.186,0.0652,0.00395,0.0,0.673,0.631,109.971,9,0,4
1pjgO4Akg5ULSWUtcbs8eB,275853,0.43,0.823,-5.871,0.0464,0.00137,0.0,0.178,0.167,173.928,0,1,4
69xSuCxBYzeBz2IAeHhKrG,187547,0.471,0.763,-10.984,0.042,5.74e-05,0.137,0.353,0.416,149.995,9,1,4
4Zs5xEJPV6rWxkLoS5NaT1,247116,0.534,0.92,-6.549,0.0509,0.00967,0.000325,0.335,0.449,136.402,2,1,4
4ex1iQsEtB6QTags6aGy8A,272293,0.519,0.646,-4.671,0.0238,0.345,8.18e-05,0.275,0.375,158.552,4,1,4
2ITVE94U11ZDUClfUod8T4,227467,0.578,0.799,-7.876,0.0379,0.00074,0.000354,0.056,0.416,110.099,9,1,4
0Nq65oeVtmBZTpazxKliN3,296200,0.526,0.845,-6.104,0.0277,0.0083,0.000114,0.131,0.636,100.203,2,1,4
5m5BNeBDwSlvmPo3mx1a16,266800,0.422,0.625,-6.29,0.0319,0.00462,0.134,0.351,0.185,133.926,4,1,4
2DbPaSh153ofYj6gd1J2kN,219173,0.64,0.592,-7.041,0.0264,0.5,0.0,0.137,0.491,92.041,2,1,4
1v2MnPIEh6epyIWUr1i5dB,226667,0.561,0.756,-7.335,0.0289,0.0015,5.06e-05,0.184,0.472,125.153,7,1,4
0hoQPVfaqiZ55Rj13H6mvZ,288400,0.548,0.486,-10.97,0.0284,0.0245,0.00179,0.0697,0.32,101.926,7,1,4
2kcFAr8NSTs8sgetp6n410,257693,0.548,0.748,-7.287,0.0255,0.106,0.0301,0.33,0.532,100.013,9,1,4
1G4hPiWfQxLlqNZe7NmbKY,330267,0.678,0.577,-8.826,0.0328,0.158,0.0272,0.0754,0.537,125.416,7,1,4
3YxAndaxP7EKESU4CvZl7R,331258,0.374,0.234,-16.238,0.0295,0.883,0.0272,0.112,0.35,180.014,0,1,4
7wYhWdHm4mSuLClftdcQjt,223828,0.4,0.561,-7.65,0.0371,0.0456,0.051,0.0821,0.208,174.328,8,1,4
0PlIar00wYbrmroqATiZPJ,309613,0.474,0.851,-10.022,0.07,0.51,0.0159,0.135,0.222,129.932,8,1,4
7iL3oi1oNu7ci1vhPcZHhl,247587,0.646,0.627,-8.195,0.025,0.158,0.000372,0.204,0.647,99.994,7,1,4
7JIoiiyNdeyvPanjC5f5dj,247067,0.578,0.542,-6.708,0.0242,0.171,0.0295,0.115,0.369,104.964,7,0,4
6uoKJ3BEwOVbnEG3sfasCK,258627,0.481,0.67,-6.943,0.0327,0.00412,0.245,0.0991,0.442,124.946,2,1,4
5ekWDFkKI69KC0AVWW9Q0S,216187,0.659,0.845,-7.009,0.0321,0.00147,0.000429,0.0934,0.922,105.266,1,1,4
6QMxiYVYCI6ibXKB5I1zUy,253840,0.768,0.454,-10.762,0.0381,0.0868,0.0927,0.132,0.528,90.897,9,1,4
3zQpfLj1rfklIXDH5qpLPa,224453,0.645,0.36,-8.185,0.0286,0.749,0.0,0.0802,0.33,79.255,4,1,4
3xrTHi4kJK3VhySd0PU6ZQ,295280,0.655,0.518,-7.599,0.0356,0.136,1.12e-06,0.137,0.341,119.838,4,0,4
2upJLwu2JlOS4gMjx3HfUu,309043,0.451,0.954,-4.726,0.105,0.000187,0.0002,0.983,0.258,109.995,4,0,4
0yx2B274cAYxWqiKtrJ5bK,283426,0.434,0.968,-3.664,0.0758,0.0625,0.0,0.966,0.267,136.008,11,0,4
1s5is3qjoOOJOrmTGv7yVU,315244,0.452,0.969,-3.728,0.0692,0.00252,0.379,0.987,0.418,104.005,0,1,4
0cDG9Fp9PJ07NO7mVUyU4C,340563,0.571,0.842,-4.896,0.0444,0.453,0.0,1.0,0.311,82.995,9,1,4
5zBLCfMbW2JHTPxsQNFgXE,325334,0.462,0.849,-4.388,0.0395,0.0712,0.000317,0.953,0.394,134.0,3,1,4
4pwImToy0WuKdBX5SNPbHq,295173,0.347,0.946,-3.292,0.0546,0.00597,0.0002,0.966,0.344,176.162,8,1,4
6XrgWqx66RG8ECoHZd673k,351104,0.555,0.841,-5.686,0.0446,0.0379,0.000212,0.979,0.358,124.001,7,1,4
04BfWPLe0d9Z5YP3eej4BK,309733,0.44,0.906,-4.887,0.0411,0.0134,0.00042,0.979,0.396,142.916,4,0,4
0m9dU5ug9WGmF06rfPjM3q,443896,0.508,0.984,-2.934,0.0761,0.00145,0.00404,0.982,0.456,100.443,4,1,4
4a0JyHYxndOUp1woPfgusl,414189,0.336,0.746,-9.152,0.313,0.811,1.21e-05,0.958,0.365,184.03,1,1,4
6V6PNhAOENSkQoEHEaaSRE,186343,0.275,0.728,-7.698,0.0625,0.472,0.00231,0.979,0.719,68.187,8,1,3
4K2ErrdPOpfvlOMiU5dbSG,290230,0.412,0.362,-8.702,0.0275,0.752,1.5e-06,0.978,0.253,95.478,3,1,4
